12345678955 ; 27/09/2024 ; Depositar ; Reais ;1500,000000;300,000000; + ;0 
12345678955 ; 27/09/2024 ; Compra ; Ripple ;1,000000;1,000000; + ;1 
12345678955 ; 27/09/2024 ; Venda ; Ripple ;0,000000;1,000000; - ;1 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2390,000000;1000,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;2340,000000;50,000000; - ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2360,000000;20,000000; + ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2860,000000;500,000000; + ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;102860,000000;100000,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;102760,000000;100,000000; - ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;1500,000000;300,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;1400,000000;100,000000; - ;0 
12345678955 ; 27/09/2024 ; Compra ; Ripple ;1,000000;1,000000; + ;1 
12345678955 ; 27/09/2024 ; Venda ; Ripple ;0,000000;1,000000; - ;1 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2390,000000;1000,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;2340,000000;50,000000; - ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2360,000000;20,000000; + ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2860,000000;500,000000; + ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;102860,000000;100000,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;102760,000000;100,000000; - ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;1500,000000;300,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;1400,000000;100,000000; - ;0 
12345678955 ; 27/09/2024 ; Compra ; Ripple ;1,000000;1,000000; + ;1 
12345678955 ; 27/09/2024 ; Venda ; Ripple ;0,000000;1,000000; - ;1 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2390,000000;1000,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;2340,000000;50,000000; - ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2360,000000;20,000000; + ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;2860,000000;500,000000; + ;0 
12345678955 ; 27/09/2024 ; Depositar ; Reais ;102860,000000;100000,000000; + ;0 
12345678955 ; 27/09/2024 ; Sacar ; Reais ;102760,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;4230,000000;100,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;4195,000000;35,000000; - ;0 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;24196,000000;20001,000000; + ;0 
12345678966 ; 27/09/2024 ; Compra ; Ripple ;3,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ripple ;2,000000;1,000000; - ;1 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;23701,000000;20,000000; + ;0 
12345678966 ; 27/09/2024 ; Sacar ; Reais ;23601,000000;100,000000; - ;0 
12345678966 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;2,000000; + ;1 
12345678966 ; 27/09/2024 ; Venda ; Ethereum ;1,000000;1,000000; - ;2 
12345678966 ; 27/09/2024 ; Depositar ; Reais ;22581,000000;20,000000; + ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2200,000000;1000,000000; + ;0 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;2000,000000;200,000000; - ;0 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;2500,000000;500,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; Ripple ;3,000000;3,000000; + ;1 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;585,000000;400,000000; - ;0 
12345678977 ; 27/09/2024 ; Venda ; Ripple ;1,000000;2,000000; - ;1 
12345678977 ; 27/09/2024 ; Depositar ; Reais ;31575,000000;30000,000000; + ;0 
12345678977 ; 27/09/2024 ; Compra ; bitcoin ;4,000000;4,000000; + ;2 
12345678977 ; 27/09/2024 ; Venda ; bitcoin ;3,000000;1,000000; - ;3 
12345678977 ; 27/09/2024 ; Sacar ; Reais ;25235,000000;120,000000; - ;0 
12345678988 ; 27/09/2024 ; Depositar ; Reais ;5130,000000;1000,000000; + ;0 
12345678988 ; 27/09/2024 ; Sacar ; Reais ;5030,000000;100,000000; - ;0 
12345678988 ; 27/09/2024 ; Compra ; Ethereum ;1,000000;1,000000; + ;1 
12345678988 ; 27/09/2024 ; Depositar ; Reais ;4220,000000;200,000000; + ;0 
12345678988 ; 27/09/2024 ; Depositar ; Reais ;7220,000000;3000,000000; + ;0 
12345678988 ; 27/09/2024 ; Compra ; bitcoin ;1,000000;1,000000; + ;2 
12345678988 ; 27/09/2024 ; Venda ; Ripple ;0,000000;1,000000; - ;1 
12345678988 ; 27/09/2024 ; Sacar ; Reais ;5175,000000;500,000000; - ;0 
12345678988 ; 27/09/2024 ; Compra ; Ethereum ;2,000000;1,000000; + ;1 
12345678988 ; 27/09/2024 ; Depositar ; Reais ;5165,000000;1000,000000; + ;0
